Nummer,Uitleg,Samenvatting,UniformeProductnaam,Grondslaglabel,Overheid,SoortProduct,Klant,Prompt1
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,kentekenbewijs,Artikel 17 Kentekenreglement,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een kentekenbewijs bij de Nederlandse Rijksoverheid  op basis van Artikel 17 Kentekenreglement. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""109""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,kentekenoverschrijving bij overdracht particulieren,Artikel 26 Kentekenreglement,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een kentekenoverschrijving bij overdracht particulieren bij de Nederlandse Rijksoverheid  op basis van Artikel 26 Kentekenreglement. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""110""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,kentekenregister inzage,Artikel 10 Kentekenreglement,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een kentekenregister inzage bij de Nederlandse Rijksoverheid  op basis van Artikel 10 Kentekenreglement. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""111""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,kentekenschorsing,Artikel 50 Kentekenreglement,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een kentekenschorsing bij de Nederlandse Rijksoverheid  op basis van Artikel 50 Kentekenreglement. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""112""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,keurmerk,Nederlandse Wetgeving,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een keurmerk bij de Nederlandse Rijksoverheid  op basis van Nederlandse Wetgeving. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""113""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,kinderbijslag,Artikel 7 Algemene Kinderbijslagwet,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een kinderbijslag bij de Nederlandse Rijksoverheid  op basis van Artikel 7 Algemene Kinderbijslagwet. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""114""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,kinderopvangtoeslag,Artikel 1.5 Wet kinderopvang,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een kinderopvangtoeslag bij de Nederlandse Rijksoverheid  op basis van Artikel 1.5 Wet kinderopvang. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""115""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,kindgebonden budget,Artikel 2 Wet op het kindgebonden budget,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een kindgebonden budget bij de Nederlandse Rijksoverheid  op basis van Artikel 2 Wet op het kindgebonden budget. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""116""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,klein vaarbewijs,Artikel 16 Binnenvaartbesluit,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een klein vaarbewijs bij de Nederlandse Rijksoverheid  op basis van Artikel 16 Binnenvaartbesluit. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""117""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,kunstkoopregeling,KunstKoopregeling,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een kunstkoopregeling bij de Nederlandse Rijksoverheid  op basis van KunstKoopregeling. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""118""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,leeftijdsgrenzen speciaal onderwijs ontheffing,Artikel 39 Wet op de expertisecentra,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een leeftijdsgrenzen speciaal onderwijs ontheffing bij de Nederlandse Rijksoverheid  op basis van Artikel 39 Wet op de expertisecentra. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""119""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,leerplichtvrijstelling,Artikel 11 Leerplichtwet 1969,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een leerplichtvrijstelling bij de Nederlandse Rijksoverheid  op basis van Artikel 11 Leerplichtwet 1969. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""120""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,legalisatie document,Artikel 2 Besluit vaststelling gedragslijn beoordeling buitenlandse documenten door middel van legalisatie en verificatie,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een legalisatie document bij de Nederlandse Rijksoverheid  op basis van Artikel 2 Besluit vaststelling gedragslijn beoordeling buitenlandse documenten door middel van legalisatie en verificatie. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""121""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,legalisatie document,Artikel I Uitvoeringswet Verdrag tot afschaffing vereiste legalisatie buitenlandse openbare akten,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een legalisatie document bij de Nederlandse Rijksoverheid  op basis van Artikel I Uitvoeringswet Verdrag tot afschaffing vereiste legalisatie buitenlandse openbare akten. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""122""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,leraren promotiebeurs,NWO Subsidieregeling 2017,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een leraren promotiebeurs bij de Nederlandse Rijksoverheid  op basis van NWO Subsidieregeling 2017. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""123""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
1,"Als u in Nederland woont en een aanvullende beurs kwijtschelding wilt aanvragen bij de Nederlandse Rijksoverheid op basis van Artikel 6.2 Wet studiefinanciering 2000, moet u aan bepaalde voorwaarden voldoen. Ten eerste moet u ingeschreven staan bij een erkende onderwijsinstelling en studiefinanciering ontvangen. Daarnaast moet uw inkomen en vermogen onder een bepaalde grens vallen. U kunt de aanvraag indienen via de website van DUO, waar u een formulier kunt invullen met uw persoonlijke gegevens en financiële situatie. Na het indienen van de aanvraag zal DUO uw gegevens beoordelen en binnen een bepaalde termijn een beslissing nemen. Als uw aanvraag wordt goedgekeurd, ontvangt u een bevestiging en zal de aanvullende beurs kwijtgescholden worden. Als uw aanvraag wordt afgewezen, kunt u bezwaar maken tegen de beslissing. Voor meer informatie kunt u terecht op de website van DUO of contact opnemen met de helpdesk.",Voor het aanvragen van een aanvullende beurs kwijtschelding op basis van Artikel 6.2 Wet studiefinanciering 2000 moet u aan bepaalde voorwaarden voldoen en kunt u een formulier invullen op de website van DUO.,lerarenbeurs,Artikel 7 Subsidieregeling lerarenbeurs,de Nederlandse Rijksoverheid,een aanvraag doen,burger,"Ik ben een helpdesk medewerker en wil een tekst schrijven voor een website van de overheid voor burgers en bedrijven. Geef een uitleg en een samenvatting als een burger uit Nederland een aanvraag doen van een lerarenbeurs bij de Nederlandse Rijksoverheid  op basis van Artikel 7 Subsidieregeling lerarenbeurs. Geef de antwoorden op taalniveau B1. De uitleg is minimaal 25 zinnen. De samenvatting is maximaal 2 zinnen. Geef de resultaten in JSON formaat met de volgende indeling: 
{
  ""Nummer"", ""124""
  ""Uitleg"", ""uitleg""
  ""Samenvatting"", ""samenvatting""
}
"
